id,project_id,user_id,hours_worked,entry_date
57798,1236,60,7.16,2021-09-20
57799,822,91,3.12,2023-10-22
57800,2863,96,2.61,2023-09-08
57801,3553,17,5.18,2020-10-25
57802,3733,27,6.46,2024-02-27
57803,4521,94,2.6,2020-10-01
57804,2157,60,9.72,2021-06-12
57805,883,44,1.69,2020-03-23
57806,4845,55,9.01,2023-12-14
57807,1763,7,7.42,2020-09-13
57808,126,23,1.88,2024-09-08
57809,46,59,2.66,2020-04-09
57810,686,18,7.83,2024-06-19
57811,133,6,6.25,2020-07-31
57812,2527,31,4.32,2024-03-09
57813,101,62,1.34,2020-01-17
57814,1878,35,1.5,2022-11-06
57815,258,91,2.59,2020-05-30
57816,955,8,2.82,2020-09-09
57817,2271,78,1.3,2020-10-25
57818,846,50,5.42,2021-02-01
57819,2761,31,6.4,2021-12-24
57820,4349,55,5.52,2020-01-16
57821,3862,86,4.3,2021-04-16
57822,2782,38,8.33,2021-11-18
57823,2460,61,8.0,2021-08-25
57824,3429,54,6.51,2023-12-17
57825,1344,67,4.04,2021-07-21
57826,1420,39,9.74,2021-12-23
57827,3933,7,4.95,2024-06-22
57828,1827,83,9.4,2025-02-05
57829,1473,65,3.85,2022-02-13
57830,2505,66,9.24,2022-01-22
57831,2814,37,6.79,2022-01-11
57832,4614,62,1.94,2021-04-21
57833,1519,54,3.88,2023-03-29
57834,1313,79,6.8,2025-03-21
57835,1773,56,4.2,2024-09-27
57836,3940,97,6.43,2024-04-12
57837,1068,45,4.32,2023-12-08
57838,3919,5,1.84,2024-11-04
57839,1782,4,3.01,2022-11-22
57840,1560,39,9.2,2022-05-22
57841,1547,9,2.61,2022-09-17
57842,4437,76,1.91,2021-03-05
57843,1543,48,5.51,2021-02-25
57844,1953,19,9.49,2021-04-06
57845,674,35,6.1,2023-04-06
57846,2154,91,7.21,2020-03-01
57847,4003,92,3.38,2023-01-15
57848,598,95,1.23,2024-10-27
57849,3463,44,2.19,2020-11-06
57850,3490,21,7.8,2022-09-05
57851,478,78,2.45,2023-05-23
57852,4949,84,8.02,2023-11-01
57853,4655,57,6.51,2022-05-16
57854,1478,61,1.77,2024-02-27
57855,4492,100,2.46,2024-03-29
57856,3912,99,5.13,2023-07-11
57857,86,23,7.09,2021-07-23
57858,221,5,1.91,2021-10-11
57859,4694,87,6.23,2021-01-23
57860,2992,90,5.75,2021-12-03
57861,480,18,4.91,2024-09-17
57862,2179,35,2.26,2022-06-09
57863,2984,3,1.11,2022-11-07
57864,3970,33,4.18,2023-06-26
57865,3917,86,6.75,2024-12-06
57866,453,37,7.65,2024-02-24
57867,3200,79,3.85,2022-11-27
57868,3286,22,8.81,2024-11-05
57869,4286,14,3.33,2020-12-19
57870,4098,49,4.66,2021-09-21
57871,4596,43,3.42,2024-11-27
57872,4123,81,9.08,2022-05-31
57873,3415,4,6.01,2022-12-20
57874,4143,100,5.33,2025-02-15
57875,493,16,6.33,2023-04-06
57876,75,93,6.75,2020-08-24
57877,553,36,1.41,2023-03-13
57878,1075,49,7.03,2020-05-17
57879,299,84,4.66,2022-07-20
57880,2186,18,2.01,2023-01-23
57881,3193,85,8.52,2021-03-09
57882,82,34,8.9,2024-01-10
57883,3019,63,9.72,2025-02-05
57884,4947,15,1.58,2024-02-05
57885,4574,37,9.77,2024-12-24
57886,1738,2,6.86,2020-02-10
57887,3049,93,4.35,2022-06-11
57888,3247,2,7.57,2025-01-04
57889,522,95,4.04,2024-08-04
57890,3852,18,9.59,2022-05-01
57891,1660,60,5.92,2024-04-01
57892,1025,50,2.54,2022-08-18
57893,1247,10,6.7,2024-01-16
57894,3852,42,5.68,2020-06-17
57895,1010,30,7.39,2024-07-02
57896,2164,24,7.12,2021-03-01
57897,394,81,3.51,2024-11-28
57898,4451,57,3.16,2023-12-30
57899,3095,90,5.19,2021-11-18
57900,3718,30,9.03,2021-04-03
57901,1173,84,8.92,2020-12-18
57902,3111,7,6.85,2024-01-18
57903,3252,13,9.33,2021-08-08
57904,2894,84,6.68,2023-07-07
57905,1791,71,2.02,2021-02-24
57906,2537,2,8.45,2020-11-13
57907,3748,53,9.66,2022-10-30
57908,1414,24,2.7,2022-09-21
57909,2075,61,8.32,2021-04-20
57910,1809,11,8.34,2023-01-25
57911,2084,96,8.9,2023-04-22
57912,2939,13,2.31,2023-08-14
57913,4435,96,9.24,2022-08-07
57914,3162,36,2.53,2020-08-12
57915,702,41,9.5,2020-08-05
57916,2873,47,3.05,2020-03-17
57917,4219,81,3.92,2021-06-05
57918,4771,86,7.98,2025-03-11
57919,3414,88,2.82,2022-04-22
57920,538,22,2.77,2021-04-14
57921,3282,38,5.97,2021-07-17
57922,1927,56,6.61,2020-04-27
57923,673,37,4.07,2024-05-07
57924,2983,1,1.34,2024-09-21
57925,4449,36,5.89,2021-01-07
57926,1603,96,2.33,2022-07-13
57927,4318,70,8.98,2022-11-11
57928,1778,57,4.23,2022-11-20
57929,640,30,9.13,2021-08-17
57930,1225,42,9.59,2020-05-07
57931,3486,4,2.86,2023-12-02
57932,442,50,7.35,2022-08-08
57933,1161,42,3.45,2020-03-10
57934,77,73,6.44,2022-02-25
57935,4037,12,5.5,2023-07-02
57936,4993,35,4.7,2022-04-10
57937,3784,55,9.06,2023-05-28
57938,4825,45,5.99,2023-08-18
57939,2095,13,1.83,2025-01-14
57940,304,49,7.56,2024-09-09
57941,3801,22,6.91,2023-05-28
57942,2599,4,4.3,2021-12-12
57943,1080,33,2.46,2022-11-04
57944,168,5,1.31,2025-03-16
57945,465,86,3.17,2022-09-13
57946,1057,58,4.3,2022-04-24
57947,32,75,9.66,2022-08-22
57948,3828,26,5.39,2023-10-20
57949,1921,22,6.21,2020-02-15
57950,4165,54,4.17,2022-08-10
57951,3176,4,9.84,2020-04-13
57952,94,12,8.39,2022-04-27
57953,2553,97,4.52,2023-11-12
57954,1724,74,3.06,2023-06-17
57955,64,38,7.33,2020-11-22
57956,969,85,6.77,2021-10-22
57957,2584,74,4.53,2021-06-17
57958,2407,14,2.3,2023-02-07
57959,684,89,7.45,2021-10-26
57960,4641,37,5.05,2023-12-11
57961,4181,34,3.81,2021-09-29
57962,612,29,9.5,2024-08-21
57963,1398,96,5.14,2022-09-13
57964,251,84,1.19,2024-12-26
57965,1518,61,2.53,2020-11-21
57966,1228,25,3.14,2020-01-11
57967,2042,33,9.39,2024-09-06
57968,449,71,9.19,2021-04-08
57969,1128,66,4.4,2023-04-07
57970,4438,77,6.04,2020-03-23
57971,1549,91,2.44,2020-02-03
57972,3601,100,6.18,2021-04-30
57973,1619,38,1.76,2023-06-28
57974,2075,93,2.01,2022-02-01
57975,868,80,1.89,2021-03-28
57976,1278,50,8.41,2024-05-29
57977,2246,79,4.66,2020-12-22
57978,3160,10,3.9,2024-04-07
57979,1724,68,7.35,2020-12-19
57980,109,49,3.42,2023-03-16
57981,1495,74,7.27,2023-11-16
57982,281,10,2.21,2024-07-06
57983,2983,59,2.07,2022-11-12
57984,4692,10,7.41,2021-04-04
57985,2829,65,6.05,2020-08-10
57986,166,60,8.59,2024-05-22
57987,1870,32,3.37,2024-12-07
57988,3672,52,4.09,2020-11-09
57989,2671,22,3.85,2022-03-19
57990,1287,17,2.02,2021-11-08
57991,2548,100,1.36,2020-10-23
57992,2942,59,9.54,2022-03-06
57993,2926,17,9.89,2023-07-11
57994,1593,49,5.81,2021-02-09
57995,1487,38,3.41,2020-03-09
57996,1333,7,4.86,2022-07-31
57997,1036,81,7.71,2022-10-22
57998,2319,71,9.75,2021-08-03
57999,3607,91,2.51,2021-11-09
58000,2657,68,3.16,2020-09-20
58001,2511,46,6.28,2023-07-19
58002,1030,62,7.45,2025-03-15
58003,3664,25,8.07,2024-04-17
58004,983,19,7.08,2024-05-31
58005,4895,79,7.08,2020-09-30
58006,2753,27,1.44,2021-10-04
58007,4868,37,1.75,2025-01-19
58008,3556,33,7.83,2021-08-11
58009,1521,88,5.39,2023-02-08
58010,1970,18,5.0,2023-10-20
58011,392,92,6.61,2021-04-08
58012,3599,62,4.82,2020-03-11
58013,2824,44,3.17,2022-02-18
58014,3098,49,5.14,2023-10-30
58015,1698,45,1.0,2023-07-17
58016,630,92,6.66,2024-03-10
58017,4997,64,9.23,2024-01-13
58018,69,96,5.04,2024-01-22
58019,3440,14,5.66,2022-06-18
58020,2263,81,4.07,2023-01-23
58021,3596,8,2.56,2023-11-24
58022,3866,44,5.23,2021-12-24
58023,3946,87,6.41,2021-09-06
58024,1334,87,2.94,2022-06-13
58025,4563,3,8.19,2021-07-14
58026,478,33,7.99,2023-11-15
58027,3065,26,4.38,2023-03-25
58028,2415,2,4.04,2024-05-25
58029,4091,97,6.06,2020-04-13
58030,449,85,1.84,2021-10-03
58031,2101,92,7.59,2020-02-22
58032,3470,83,9.71,2024-07-19
58033,4531,58,7.44,2022-12-19
58034,2794,70,9.24,2024-06-07
58035,2497,17,2.49,2022-03-22
58036,4746,80,5.45,2024-01-17
58037,2577,66,2.25,2024-07-13
58038,2813,90,6.12,2024-05-01
58039,3353,63,2.21,2021-07-13
58040,2059,51,2.58,2021-05-31
58041,3909,38,5.67,2023-03-11
58042,632,54,3.51,2021-11-30
58043,4747,26,5.21,2024-01-28
58044,3677,21,6.68,2023-03-28
58045,3825,74,6.23,2021-01-29
58046,2731,63,4.58,2024-04-26
58047,2142,11,9.27,2022-03-20
58048,3661,78,4.2,2022-11-26
58049,4920,69,4.67,2024-04-01
58050,416,27,2.3,2021-08-18
58051,2092,8,3.85,2022-11-15
58052,177,68,5.28,2021-03-13
58053,3798,9,9.13,2020-06-07
58054,904,41,7.25,2024-02-29
58055,2499,66,1.77,2025-03-28
58056,519,25,5.1,2024-12-02
58057,3323,50,2.36,2021-05-01
58058,2884,9,1.99,2023-08-12
58059,4460,9,1.38,2020-06-09
58060,693,39,6.49,2022-08-24
58061,1037,23,7.2,2021-04-20
58062,1321,83,6.54,2024-02-02
58063,648,47,4.46,2020-10-09
58064,1975,72,5.38,2022-05-05
58065,3181,48,2.7,2022-04-26
58066,4904,83,5.8,2022-11-05
58067,2191,94,3.16,2023-01-31
58068,3586,10,3.36,2022-07-12
58069,1845,6,6.22,2020-08-18
58070,2068,40,6.36,2025-01-07
58071,4812,98,7.75,2024-03-15
58072,415,7,2.93,2024-07-17
58073,3269,33,8.73,2024-09-15
58074,1753,76,3.1,2022-12-28
58075,3066,23,3.51,2021-04-05
58076,661,35,4.52,2022-02-26
58077,4232,61,9.46,2023-04-12
58078,4610,34,5.11,2021-07-12
58079,2845,62,8.61,2021-02-05
58080,219,1,4.76,2020-08-12
58081,716,95,1.32,2023-07-06
58082,2307,9,7.89,2022-11-30
58083,4559,68,9.94,2022-07-02
58084,4990,93,4.95,2024-02-26
58085,511,20,6.52,2024-03-26
58086,1185,70,8.62,2020-04-28
58087,1481,24,9.32,2023-03-25
58088,3091,98,9.72,2024-08-23
58089,4552,97,9.97,2024-01-28
58090,3503,49,6.63,2021-11-23
58091,2404,15,2.42,2024-01-01
58092,191,85,2.3,2021-06-19
58093,114,56,7.97,2022-01-13
58094,1196,81,3.64,2022-11-27
58095,3532,23,9.66,2023-10-29
58096,125,11,4.74,2021-03-19
58097,679,44,1.29,2020-10-08
58098,1309,36,4.95,2025-03-12
58099,2213,7,3.08,2022-08-28
58100,2025,15,7.3,2021-12-31
58101,4559,25,9.24,2022-06-15
58102,2223,14,6.24,2023-08-25
58103,3563,97,2.95,2022-02-02
58104,627,8,6.68,2022-11-18
58105,1088,55,5.49,2021-03-23
58106,31,7,5.38,2024-09-04
58107,557,48,7.75,2020-02-01
58108,1492,59,3.3,2021-09-19
58109,4725,42,9.74,2023-09-08
58110,4485,28,8.15,2022-07-02
58111,3365,39,1.05,2020-04-10
58112,1167,43,1.47,2024-10-21
58113,1021,91,4.62,2020-04-27
58114,4081,6,1.12,2020-02-24
58115,4294,64,8.1,2023-05-04
58116,3857,93,7.45,2020-08-25
58117,2557,6,9.27,2021-07-05
58118,2376,100,4.37,2022-12-31
58119,1725,60,6.24,2024-01-16
58120,3458,43,6.3,2020-06-20
58121,2167,99,3.11,2022-05-01
58122,1832,73,4.45,2025-01-01
58123,86,5,3.85,2023-06-19
58124,3866,31,8.62,2023-10-31
58125,1987,24,3.48,2020-11-15
58126,4431,3,9.31,2024-07-15
58127,4169,62,7.03,2021-01-12
58128,3693,46,2.2,2022-08-26
58129,633,79,3.02,2024-05-11
58130,219,76,5.2,2024-01-29
58131,2509,43,7.93,2023-10-30
58132,2286,16,8.74,2023-10-18
58133,961,18,7.59,2020-05-05
58134,92,68,8.63,2020-01-13
58135,3411,68,2.08,2023-08-18
58136,460,18,3.13,2020-04-23
58137,4130,83,4.76,2024-04-19
58138,2275,96,5.29,2024-05-12
58139,1119,37,7.35,2023-08-22
58140,2435,45,6.19,2021-06-24
58141,3205,99,7.86,2024-09-22
58142,3633,46,7.19,2021-07-08
58143,2770,49,2.55,2022-12-15
58144,2726,74,6.82,2020-10-31
58145,2643,93,2.18,2025-03-11
58146,2512,97,6.11,2020-04-13
58147,2400,39,6.62,2022-01-01
58148,2128,32,9.65,2020-12-31
58149,1428,64,2.57,2022-11-17
58150,2938,4,4.31,2025-01-19
58151,1978,99,6.13,2023-04-11
58152,515,27,3.06,2024-04-01
58153,2000,64,4.75,2022-07-29
58154,2865,80,7.2,2020-04-19
58155,1841,28,8.63,2024-10-08
58156,1081,45,5.82,2022-06-12
58157,3054,79,8.86,2023-11-23
58158,584,59,5.48,2022-03-07
58159,2407,44,6.75,2024-08-11
58160,3286,68,6.39,2024-05-04
58161,4868,97,9.39,2020-06-05
58162,1943,6,7.75,2024-01-19
58163,203,33,6.7,2024-04-04
58164,1522,48,9.97,2023-04-26
58165,716,17,4.48,2021-05-17
58166,331,71,5.74,2022-07-17
58167,2910,48,9.89,2020-01-19
58168,3285,56,3.41,2022-11-13
58169,3269,26,6.02,2024-11-23
58170,4104,26,7.62,2021-01-27
58171,3827,67,7.14,2021-03-30
58172,3489,48,9.74,2024-10-15
58173,3330,44,9.15,2023-06-29
58174,4662,65,7.85,2020-07-04
58175,2012,16,1.97,2024-10-12
58176,4409,21,9.88,2024-08-09
58177,998,39,1.52,2024-09-07
58178,4767,94,2.61,2022-04-05
58179,1831,11,4.45,2021-11-28
58180,1584,34,8.52,2024-11-07
58181,4516,23,8.0,2020-09-06
58182,1367,47,1.87,2020-01-26
58183,3886,70,4.77,2024-07-19
58184,4415,88,4.03,2020-05-13
58185,2078,57,4.16,2023-05-01
58186,1416,29,4.94,2023-05-30
58187,1245,100,9.07,2024-03-15
58188,2854,97,9.94,2023-08-18
58189,3454,83,1.82,2022-08-22
58190,3872,92,1.71,2020-01-14
58191,842,71,9.58,2024-09-27
58192,4023,51,3.67,2020-03-18
58193,2089,25,2.49,2023-12-04
58194,1656,41,9.13,2022-06-02
58195,3120,27,4.41,2021-09-26
58196,3381,13,4.47,2022-09-03
58197,3310,69,5.58,2020-05-17
58198,3229,20,1.53,2020-03-27
58199,2713,75,7.83,2023-08-02
58200,816,4,3.62,2021-06-27
58201,1245,60,4.7,2023-05-17
58202,3412,38,9.93,2022-01-14
58203,1584,29,2.81,2023-12-15
58204,4528,69,2.03,2023-04-27
58205,2357,64,1.79,2021-08-04
58206,2477,75,4.73,2020-05-02
58207,471,18,2.44,2023-02-24
58208,888,47,3.94,2021-01-08
58209,2180,5,2.59,2023-08-28
58210,3342,90,9.17,2024-02-01
58211,3602,7,2.03,2024-11-05
58212,1105,83,3.55,2023-03-02
58213,1523,17,4.93,2022-10-25
58214,1114,1,9.17,2024-04-03
58215,1344,32,4.28,2023-07-28
58216,73,44,7.03,2021-04-13
58217,4551,29,6.56,2024-03-25
58218,2311,87,8.97,2021-12-19
58219,2951,9,5.41,2020-06-30
58220,399,20,3.42,2024-03-23
58221,3358,57,8.98,2021-11-02
58222,2627,51,4.28,2024-07-26
58223,2042,22,3.46,2022-07-27
58224,3660,60,9.87,2020-02-27
58225,4323,73,6.1,2024-06-10
58226,4410,58,7.18,2020-06-01
58227,1518,77,5.15,2021-09-15
58228,4923,40,7.11,2020-04-30
58229,3256,86,8.34,2021-08-26
58230,536,18,2.04,2022-04-04
58231,1011,66,5.62,2025-02-24
58232,4261,62,5.46,2021-03-07
58233,4285,94,7.14,2020-11-11
58234,3291,70,4.97,2024-07-29
58235,753,93,1.93,2020-01-20
58236,4722,75,1.14,2021-08-15
58237,3369,73,1.09,2023-11-05
58238,1579,64,5.96,2023-04-23
58239,3043,77,5.32,2022-09-17
58240,3989,10,4.61,2024-05-02
58241,975,98,3.12,2020-07-21
58242,1403,68,8.53,2024-12-17
58243,1685,54,7.86,2025-01-26
58244,1371,35,9.56,2023-03-27
58245,273,84,2.8,2023-11-04
58246,2835,29,2.97,2020-06-05
58247,1739,23,7.08,2023-08-08
58248,4282,3,9.13,2024-01-12
58249,3549,19,7.16,2022-04-21
58250,1891,59,9.89,2022-11-18
58251,108,85,8.1,2021-05-17
58252,4916,84,3.51,2023-03-05
58253,4687,14,7.9,2021-01-24
58254,1938,61,1.14,2022-05-10
58255,4007,63,4.88,2022-05-25
58256,519,33,1.79,2020-04-24
58257,4698,33,5.49,2020-02-16
58258,3230,88,5.46,2020-02-27
58259,4916,26,7.43,2023-01-26
58260,2207,27,4.91,2023-04-04
58261,568,13,8.85,2023-05-22
58262,2676,4,9.94,2022-07-07
58263,4047,96,7.89,2023-05-10
58264,3044,71,4.14,2023-04-22
58265,202,13,1.29,2023-05-31
58266,3046,15,5.09,2023-10-23
58267,426,51,2.3,2024-01-28
58268,4839,82,5.25,2023-12-21
58269,3696,93,6.56,2020-07-24
58270,1582,16,4.0,2024-11-26
58271,3718,86,7.9,2024-05-05
58272,2826,12,3.08,2024-03-02
58273,4969,24,3.54,2025-01-03
58274,3203,37,2.29,2020-08-19
58275,3081,38,2.97,2021-10-03
58276,602,83,6.36,2024-10-11
58277,2693,58,5.14,2020-03-23
58278,1420,8,8.82,2022-11-02
58279,2755,21,5.13,2022-06-29
58280,3264,69,9.97,2023-05-12
58281,3370,13,5.46,2023-12-26
58282,2292,89,8.06,2020-11-16
58283,1549,30,6.2,2025-01-11
58284,1713,49,9.81,2020-12-11
58285,1607,59,8.13,2023-10-15
58286,2092,82,6.37,2023-12-26
58287,1886,17,5.74,2020-08-15
58288,2757,65,2.93,2024-02-18
58289,3529,88,7.0,2022-05-02
58290,3610,5,2.39,2024-05-30
58291,116,18,6.04,2022-06-09
58292,564,29,9.31,2023-05-04
58293,4456,62,1.97,2021-01-04
58294,3540,99,6.75,2022-11-10
58295,1246,62,7.83,2021-11-30
58296,3077,27,9.23,2024-05-01
58297,1490,94,6.68,2024-05-13
58298,1889,76,8.11,2023-08-16
58299,4269,55,8.67,2025-03-23
58300,3068,89,2.1,2021-07-26
58301,107,83,8.45,2020-02-10
58302,91,72,4.32,2020-08-21
58303,1231,68,1.83,2021-08-07
58304,353,74,1.42,2020-12-20
58305,2501,100,7.37,2024-10-04
58306,3558,72,7.67,2020-10-02
58307,2542,11,5.45,2022-06-26
58308,907,83,7.15,2022-12-30
58309,3141,60,4.62,2025-01-23
58310,4541,30,7.37,2023-10-23
58311,3227,11,3.75,2023-08-18
58312,3908,66,6.67,2024-03-31
58313,2147,41,1.95,2025-01-25
58314,3836,78,2.99,2024-03-16
58315,4881,56,4.5,2021-08-22
58316,544,18,5.21,2023-01-23
58317,3148,61,2.03,2022-04-27
58318,2321,26,9.43,2020-11-20
58319,35,89,5.52,2021-03-30
58320,2530,65,2.89,2022-12-07
58321,1828,59,1.36,2024-01-15
58322,2345,54,9.97,2021-11-11
58323,3859,79,5.09,2024-09-04
58324,195,56,3.78,2023-05-17
58325,1471,54,4.13,2024-09-09
58326,3245,94,6.0,2021-12-19
58327,4179,100,7.14,2021-03-20
58328,1985,31,9.82,2023-03-31
58329,2354,49,5.2,2022-09-14
58330,2716,30,5.7,2022-12-14
58331,3715,92,3.15,2021-12-22
58332,4441,69,9.71,2020-12-19
58333,1937,58,8.5,2021-11-29
58334,3865,95,4.93,2021-01-08
58335,2341,57,8.24,2022-11-04
58336,1828,58,8.26,2025-02-02
58337,4017,62,4.74,2024-10-26
58338,399,26,4.15,2023-01-06
58339,1242,63,2.35,2025-03-15
58340,2100,26,3.59,2022-12-14
58341,195,97,7.84,2020-01-22
58342,3309,24,4.29,2022-10-12
58343,4738,7,2.66,2023-03-22
58344,2712,38,1.81,2024-09-17
58345,3396,28,6.26,2021-03-10
58346,4603,73,1.79,2023-03-10
58347,3971,15,8.34,2023-11-15
58348,3658,30,3.21,2024-05-28
58349,3092,66,1.1,2022-09-08
58350,2738,33,8.97,2023-04-29
58351,4346,65,3.7,2020-02-26
58352,244,11,3.53,2021-09-05
58353,1541,14,1.77,2024-12-31
58354,2551,68,5.4,2024-06-30
58355,2480,42,1.52,2020-09-16
58356,3713,72,9.09,2021-04-18
58357,435,1,7.11,2023-06-30
58358,3850,12,9.9,2023-01-09
58359,2709,10,3.69,2024-03-07
58360,363,67,7.29,2025-02-02
58361,1010,31,4.21,2021-12-26
58362,3219,67,4.41,2022-09-16
58363,4842,100,5.05,2020-05-20
58364,4600,41,8.65,2022-06-14
58365,1593,86,8.91,2020-01-07
58366,927,66,9.97,2022-06-03
58367,2687,98,1.87,2024-09-02
58368,3733,96,6.1,2025-01-10
58369,1604,45,6.41,2021-06-21
58370,1622,36,2.57,2022-05-31
58371,1214,52,9.23,2022-03-22
58372,4127,45,4.62,2024-04-10
58373,1965,28,1.65,2022-05-12
58374,1163,21,7.64,2023-07-02
58375,96,54,1.42,2022-01-04
58376,3959,33,9.4,2023-07-29
58377,976,97,5.48,2022-02-09
58378,2694,79,4.72,2022-04-09
58379,4654,95,3.43,2022-09-11
58380,4610,89,9.52,2022-01-15
58381,180,5,5.14,2020-05-24
58382,742,16,4.32,2020-06-25
58383,1868,31,1.77,2023-01-15
58384,1814,60,4.55,2024-04-10
58385,3109,74,2.61,2024-04-13
58386,824,8,1.77,2023-09-09
58387,2187,85,4.33,2022-02-25
58388,2689,23,3.83,2022-10-06
58389,2084,48,2.96,2021-02-08
58390,2720,46,2.2,2022-07-30
58391,1805,5,8.31,2022-10-30
58392,2092,73,8.48,2022-01-06
58393,4868,69,6.86,2020-08-20
58394,2264,3,5.23,2020-09-16
58395,3687,2,9.28,2024-09-18
58396,4894,24,6.46,2023-11-28
58397,1796,92,4.6,2024-06-05
58398,4577,16,7.42,2021-01-18
58399,3779,93,7.22,2020-01-10
58400,4842,74,6.94,2023-10-09
58401,3121,40,2.2,2021-03-27
58402,3671,49,8.16,2025-01-14
58403,1003,23,7.42,2020-04-26
58404,2306,82,1.44,2020-03-14
58405,1874,80,3.57,2022-07-24
58406,2873,39,4.22,2021-01-02
58407,3121,56,1.11,2020-02-13
58408,3970,20,8.63,2022-12-23
58409,2842,83,8.09,2024-10-19
58410,4149,78,5.58,2023-02-23
58411,2085,64,9.88,2020-03-20
58412,2206,48,8.96,2020-07-11
58413,4868,55,4.04,2024-03-04
58414,3268,89,5.62,2024-06-11
58415,3365,99,2.05,2021-03-31
58416,992,70,9.04,2022-08-12
58417,3197,71,5.92,2022-12-11
58418,4130,28,6.9,2024-12-16
58419,4742,98,4.55,2023-06-17
58420,3779,17,6.68,2024-06-14
58421,4611,86,5.54,2021-11-02
58422,4179,56,2.2,2023-12-16
58423,93,38,5.83,2023-12-14
58424,1310,61,1.53,2023-03-01
58425,4220,97,4.94,2024-03-04
58426,3102,8,2.49,2025-03-22
58427,4088,69,9.14,2020-06-19
58428,760,14,3.87,2020-10-04
58429,1551,84,7.67,2024-07-26
58430,4988,45,2.6,2022-03-06
58431,1749,73,9.95,2022-06-11
58432,3291,24,3.87,2023-07-30
58433,2694,82,4.14,2022-12-07
58434,4707,51,3.01,2020-09-16
58435,1977,93,3.86,2020-02-28
58436,1824,7,2.57,2022-12-03
58437,4528,28,3.13,2021-10-31
58438,1943,81,9.71,2024-02-11
58439,3165,45,1.33,2023-07-31
58440,981,47,5.76,2022-02-23
58441,3340,57,4.09,2022-02-16
58442,2354,28,9.98,2024-01-20
58443,1283,62,5.65,2021-05-13
58444,2202,28,2.9,2024-04-10
58445,1028,36,6.02,2021-07-13
58446,2467,96,7.92,2025-01-06
58447,3394,94,5.75,2023-09-06
58448,1269,47,8.6,2023-09-22
58449,1342,25,5.62,2020-04-14
58450,446,58,8.99,2021-07-08
58451,3018,33,7.84,2022-04-03
58452,1084,50,3.29,2021-07-21
58453,353,39,4.33,2023-09-01
58454,2389,82,7.07,2022-03-24
58455,4540,69,4.3,2022-06-24
58456,4834,11,9.38,2021-08-25
58457,2061,37,4.13,2022-10-05
58458,4099,89,4.83,2020-02-23
58459,3686,80,4.38,2022-02-05
58460,2049,89,9.55,2025-02-12
58461,3561,14,5.27,2020-03-24
58462,2056,2,8.94,2022-12-29
58463,3926,71,9.91,2020-04-01
58464,4645,30,8.79,2024-04-03
58465,1065,89,5.66,2020-06-03
58466,4695,59,2.4,2022-05-07
58467,3183,89,6.32,2022-10-06
58468,1394,34,1.12,2022-07-28
58469,3860,13,1.03,2023-04-09
58470,4701,74,9.95,2021-09-03
58471,3089,9,5.6,2022-04-10
58472,428,82,6.72,2022-05-26
58473,4114,7,1.94,2020-04-22
58474,4359,8,3.38,2021-01-14
58475,2653,75,8.67,2024-05-31
58476,2782,5,3.05,2024-11-15
58477,3444,36,3.81,2022-10-21
58478,708,43,1.96,2020-10-24
58479,4903,74,3.57,2021-10-18
58480,2784,82,6.62,2023-05-16
58481,1596,20,3.67,2024-12-27
58482,3002,38,8.56,2022-04-30
58483,1358,6,8.6,2021-08-30
58484,1001,19,4.62,2022-11-06
58485,4415,83,2.72,2021-07-25
58486,4572,58,6.69,2022-12-26
58487,4524,28,7.93,2020-11-02
58488,1889,19,3.27,2024-05-24
58489,4057,39,9.23,2023-03-02
58490,2006,45,2.74,2022-12-04
58491,558,86,6.7,2020-02-20
58492,3231,20,4.31,2020-02-27
58493,4363,3,1.52,2021-02-17
58494,4215,46,5.4,2023-03-14
58495,3396,63,4.57,2023-03-02
58496,3394,52,7.09,2025-03-24
58497,2469,7,6.69,2024-07-29
58498,1907,58,1.87,2020-02-09
58499,3513,71,2.42,2022-04-02
58500,337,23,3.81,2020-07-16
58501,1063,94,2.33,2025-02-12
58502,1447,22,5.46,2022-12-22
58503,1595,66,1.51,2022-04-07
58504,3569,75,3.93,2025-03-11
58505,2041,8,2.15,2024-01-31
58506,2731,16,5.96,2020-02-24
58507,1119,1,1.69,2023-02-19
58508,4655,32,4.7,2022-12-04
58509,538,16,5.47,2023-02-28
58510,2410,82,2.2,2023-12-07
58511,1830,80,3.93,2020-02-09
58512,2904,41,8.93,2024-11-04
58513,4566,38,4.25,2025-02-10
58514,3692,98,4.06,2020-10-01
58515,1070,7,7.38,2023-02-09
58516,728,83,2.69,2022-09-07
58517,3997,66,5.24,2024-12-23
58518,4155,61,2.36,2023-10-28
58519,37,17,5.04,2020-10-27
58520,4145,54,9.11,2020-11-17
58521,4742,63,7.4,2020-12-04
58522,2165,51,5.02,2023-06-22
58523,978,39,6.11,2023-11-29
58524,312,50,3.26,2020-07-15
58525,3736,42,2.43,2021-05-28
58526,921,95,1.24,2023-03-21
58527,1811,62,5.98,2022-12-16
58528,1045,33,3.13,2022-10-23
58529,3049,77,5.01,2021-01-18
58530,2200,97,8.07,2020-01-14
58531,4011,20,6.58,2023-02-18
58532,991,84,7.01,2023-11-06
58533,230,64,1.25,2025-02-04
58534,3390,77,1.75,2023-09-09
58535,1237,74,5.56,2022-06-20
58536,1924,51,4.96,2025-01-08
58537,493,11,9.22,2021-04-16
58538,4399,20,5.46,2024-12-19
58539,2427,35,2.75,2025-02-05
